,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-02-07,18:15:30.506,    7.82,    6.12,    4.44,    2.74,    7.69,    6.18,    4.24,    2.71,   24.19,   17.75,    104198,   41.94,    6.40,    4.88,    2.86,    1.53,    6.09,    4.83,    3.10,    1.72,   18.45,   12.96,    104178,   31.41,     42.64,     30.71,     73.35
2023-02-07,18:15:30.606,   40.23,   21.21,   36.79,   17.85,   40.12,   21.03,   35.23,   17.28,  152.38,   77.37,    105540,  229.75,   34.77,   13.90,   29.54,    9.96,   32.71,   13.16,   34.95,   12.69,  131.97,   49.71,    105610,  181.68,    284.35,    127.07,    411.43
2023-02-07,18:15:30.706,   12.28,    6.42,    9.05,    3.19,   12.32,    6.59,    8.84,    3.25,   42.49,   19.45,    104260,   61.94,    7.63,    5.45,    3.79,    2.03,    7.01,    5.37,    4.08,    2.19,   22.51,   15.03,    104240,   37.54,     65.00,     34.48,     99.48
2023-02-07,18:15:30.806,    8.50,    5.38,    5.25,    1.98,    8.52,    5.42,    4.97,    2.02,   27.24,   14.80,    105280,   42.04,    9.12,    5.11,    5.41,    1.71,    8.50,    5.05,    5.75,    1.93,   28.77,   13.81,    105280,   42.58,     56.01,     28.61,     84.62
2023-02-07,18:15:30.907,    8.23,    5.07,    4.61,    1.61,    8.01,    5.07,    4.48,    1.73,   25.33,   13.48,    105270,   38.81,    8.00,    4.84,    4.28,    1.37,    7.53,    4.77,    4.65,    1.47,   24.46,   12.45,    105280,   36.91,     49.79,     25.93,     75.73
2023-02-07,18:15:31.006,    3.98,    4.18,    0.57,    0.82,    3.90,    4.25,    0.51,    0.81,    8.96,   10.07,    104240,   19.03,    7.74,    4.09,    4.56,    0.81,    7.71,    4.06,    5.04,    0.98,   25.06,    9.94,    104240,   35.00,     34.02,     20.01,     54.03
2023-02-07,18:15:31.106,    6.99,    4.25,    3.66,    0.95,    7.05,    4.33,    3.51,    0.93,   21.21,   10.47,    105280,   31.68,    5.50,    4.33,    1.88,    0.91,    5.15,    4.27,    1.93,    0.96,   14.46,   10.47,    105280,   24.94,     35.68,     20.94,     56.62
2023-02-07,18:15:31.206,    6.65,    4.75,    3.11,    1.37,    6.58,    4.84,    2.88,    1.39,   19.22,   12.36,    104240,   31.58,    8.73,    4.57,    4.89,    1.14,    8.28,    4.51,    5.20,    1.27,   27.10,   11.50,    104220,   38.59,     46.32,     23.85,     70.17
2023-02-07,18:15:31.306,    4.40,    3.71,    0.97,    0.34,    4.38,    3.69,    0.94,    0.32,   10.69,    8.06,    105280,   18.75,    4.67,    3.73,    1.21,    0.33,    4.38,    3.70,    1.12,    0.35,   11.38,    8.11,    105300,   19.48,     22.07,     16.17,     38.24
2023-02-07,18:15:31.407,   13.92,    8.75,   10.62,    5.37,   13.96,    8.76,   10.52,    5.42,   49.01,   28.31,    105290,   77.33,    5.68,    5.29,    2.24,    1.90,    5.37,    5.21,    2.49,    2.06,   15.79,   14.46,    105270,   30.25,     64.80,     42.77,    107.57
2023-02-07,18:15:31.506,   10.45,    7.77,    7.15,    4.52,   10.65,    7.80,    7.05,    4.44,   35.30,   24.53,    104240,   59.82,    9.58,    6.08,    5.92,    2.72,    9.23,    6.04,    6.30,    2.92,   31.02,   17.76,    104230,   48.78,     66.32,     42.29,    108.61
2023-02-07,18:15:31.606,    4.12,    4.25,    0.61,    0.85,    4.01,    4.21,    0.59,    0.86,    9.32,   10.18,    105270,   19.50,    6.71,    3.99,    3.15,    0.60,    6.49,    3.96,    3.44,    0.68,   19.79,    9.23,    105280,   29.02,     29.11,     19.40,     48.52
2023-02-07,18:15:31.706,   12.20,    8.58,    8.73,    5.13,   12.08,    8.59,    8.47,    5.13,   41.48,   27.43,    104250,   68.92,   14.68,    8.58,   10.81,    5.27,   14.25,    8.51,   11.25,    5.37,   50.99,   27.73,    104220,   78.72,     92.47,     55.16,    147.64
2023-02-07,18:15:31.806,    5.97,    6.89,    2.60,    3.54,    6.02,    6.84,    2.62,    3.64,   17.21,   20.92,    105360,   38.12,   15.97,    9.40,   12.46,    5.91,   15.91,    9.33,   13.64,    6.27,   57.99,   30.90,    105320,   88.89,     75.20,     51.82,    127.01
2023-02-07,18:15:31.907,   15.11,    7.69,   11.73,    4.29,   15.01,    7.71,   11.41,    4.32,   53.26,   24.02,    105300,   77.28,   11.51,    9.38,    7.74,    5.96,   11.20,    9.38,    8.03,    6.10,   38.48,   30.83,    105300,   69.31,     91.74,     54.84,    146.59
2023-02-07,18:15:32.006,    7.34,    5.59,    4.10,    2.30,    7.22,    5.61,    3.93,    2.33,   22.57,   15.83,    104240,   38.40,   10.40,    8.84,    8.00,    5.76,   10.68,    8.91,    7.54,    5.72,   36.62,   29.23,    104230,   65.85,     59.20,     45.05,    104.25
2023-02-07,18:15:32.106,   12.38,    7.04,    8.99,    3.89,   12.07,    7.10,    8.66,    3.83,   42.10,   21.87,    105270,   63.97,   12.61,   18.34,    8.93,   14.85,   12.33,   18.29,    9.22,   15.14,   43.09,   66.62,    105290,  109.71,     85.19,     88.49,    173.68
2023-02-07,18:15:32.206,   32.41,   18.92,   28.88,   15.56,   31.90,   18.82,   28.23,   15.51,  121.42,   68.80,    104220,  190.22,   24.10,   13.95,   20.13,   10.61,   23.35,   13.77,   20.60,   10.76,   88.18,   49.10,    104220,  137.28,    209.60,    117.90,    327.50
2023-02-07,18:15:32.306,    7.87,   19.85,    4.49,   16.35,    7.54,   19.99,    3.97,   16.32,   23.87,   72.51,    105320,   96.38,   12.59,   46.39,    8.95,   42.94,   12.56,   46.23,    9.50,   43.25,   43.60,  178.81,    105320,  222.41,     67.47,    251.32,    318.79
2023-02-07,18:15:32.407,   14.39,    5.78,   11.02,    2.38,   14.05,    5.87,   10.36,    2.32,   49.83,   16.36,    105280,   66.19,   13.08,   47.62,    9.16,   44.31,   12.53,   47.67,    9.66,   44.53,   44.43,  184.14,    105300,  228.57,     94.26,    200.49,    294.75
2023-02-07,18:15:32.506,   13.32,    6.70,    9.74,    3.35,   12.76,    6.73,    8.88,    3.21,   44.70,   20.00,    104250,   64.70,   21.55,   49.03,   17.32,   45.79,   20.92,   48.93,   17.98,   46.01,   77.77,  189.75,    104220,  267.52,    122.47,    209.76,    332.22
2023-02-07,18:15:32.606,    9.51,    6.95,    6.03,    3.53,    9.07,    6.92,    5.41,    3.48,   30.01,   20.88,    105290,   50.89,   11.40,   39.76,    7.71,   36.01,   10.76,   39.68,    7.83,   36.23,   37.70,  151.69,    105290,  189.39,     67.71,    172.56,    240.28
2023-02-07,18:15:32.706,   10.17,    6.00,    6.56,    2.65,    9.73,    6.06,    6.15,    2.67,   32.62,   17.38,    104220,   49.99,   10.86,   39.69,    7.15,   36.24,   10.13,   39.46,    7.06,   36.30,   35.19,  151.69,    104230,  186.88,     67.80,    169.06,    236.87
2023-02-07,18:15:32.806,    6.89,    4.80,    3.41,    1.38,    6.57,    4.68,    3.11,    1.34,   19.97,   12.20,    105280,   32.17,    9.69,   39.34,    6.09,   35.85,    9.08,   39.29,    6.19,   36.08,   31.06,  150.56,    105310,  181.62,     51.03,    162.77,    213.80
2023-02-07,18:15:32.907,    7.34,    4.37,    3.98,    1.07,    7.07,    4.38,    3.72,    1.02,   22.12,   10.84,    105290,   32.97,    7.70,   41.22,    4.06,   37.82,    7.38,   40.98,    4.44,   37.86,   23.57,  157.88,    105260,  181.46,     45.70,    168.73,    214.42
2023-02-07,18:15:33.006,    5.44,    4.49,    2.12,    1.15,    5.40,    4.44,    2.02,    1.13,   14.98,   11.20,    104220,   26.18,    8.79,   39.78,    5.18,   36.56,    8.54,   40.07,    5.65,   36.83,   28.16,  153.24,    104220,  181.41,     43.14,    164.45,    207.59
2023-02-07,18:15:33.106,    6.36,    4.23,    3.04,    0.88,    6.37,    4.27,    3.00,    0.88,   18.76,   10.26,    105280,   29.02,    8.91,   42.65,    5.42,   39.14,    8.60,   42.47,    5.49,   39.09,   28.43,  163.35,    105300,  191.78,     47.19,    173.61,    220.80
2023-02-07,18:15:33.206,   20.92,    4.33,   17.46,    1.01,   20.78,    4.35,   17.37,    1.06,   76.53,   10.75,    104250,   87.28,   18.20,   65.10,   14.44,   61.50,   17.75,   64.83,   14.85,   61.74,   65.25,  253.17,    104260,  318.42,    141.78,    263.92,    405.70
2023-02-07,18:15:33.306,    5.52,    4.47,    2.06,    1.06,    5.44,    4.46,    1.99,    1.03,   15.01,   11.02,    105290,   26.04,    6.89,   30.96,    3.57,   27.58,    6.68,   30.83,    3.74,   28.02,   20.88,  117.40,    105280,  138.28,     35.89,    128.42,    164.31
2023-02-07,18:15:33.407,    4.97,    5.72,    1.64,    2.40,    4.97,    5.67,    1.59,    2.39,   13.16,   16.18,    105280,   29.34,    8.02,   32.69,    4.59,   29.56,    7.78,   32.67,    4.92,   29.55,   25.31,  124.47,    105280,  149.78,     38.47,    140.66,    179.13
2023-02-07,18:15:33.506,    9.18,    5.54,    5.86,    2.16,    9.25,    5.61,    5.75,    2.22,   30.03,   15.53,    104230,   45.56,   10.54,   42.34,    7.13,   39.23,   10.12,   42.56,    7.40,   39.05,   35.19,  163.17,    104250,  198.36,     65.22,    178.70,    243.92
2023-02-07,18:15:33.606,   25.19,    9.39,   21.76,    6.03,   25.44,    9.57,   21.75,    6.33,   94.15,   31.31,    105300,  125.46,   28.24,   59.94,   24.64,   56.40,   28.11,   59.72,   25.01,   56.84,  106.01,  232.91,    105320,  338.92,    200.16,    264.22,    464.38
2023-02-07,18:15:33.706,    8.67,    7.13,    5.40,    3.78,    8.67,    7.21,    5.06,    3.81,   27.80,   21.93,    104270,   49.73,   16.96,   41.77,   13.07,   38.45,   16.42,   41.92,   13.53,   38.56,   59.98,  160.71,    104240,  220.69,     87.78,    182.64,    270.42
2023-02-07,18:15:33.806,    5.56,    6.15,    2.20,    2.90,    5.57,    6.13,    2.06,    2.88,   15.39,   18.06,    105260,   33.45,    9.56,   37.26,    6.04,   33.68,    9.33,   36.87,    6.35,   33.80,   31.28,  141.61,    105270,  172.89,     46.67,    159.67,    206.34
2023-02-07,18:15:33.907,    8.73,    5.62,    5.62,    2.23,    8.87,    5.58,    5.45,    2.25,   28.66,   15.68,    105260,   44.34,   16.35,   46.20,   12.30,   42.64,   16.14,   46.11,   12.71,   42.94,   57.50,  177.88,    105320,  235.38,     86.16,    193.56,    279.72
2023-02-07,18:15:34.006,    4.68,    4.35,    1.35,    1.03,    4.76,    4.41,    1.28,    1.04,   12.06,   10.83,    104220,   22.89,    7.64,   37.26,    4.13,   33.80,    7.28,   37.34,    4.33,   33.97,   23.38,  142.37,    104220,  165.76,     35.45,    153.20,    188.65
2023-02-07,18:15:34.106,    8.01,    4.71,    4.73,    1.36,    8.03,    4.72,    4.48,    1.34,   25.25,   12.12,    105260,   37.37,    8.87,   40.73,    5.31,   37.52,    8.36,   40.62,    5.31,   37.31,   27.85,  156.18,    105260,  184.03,     53.10,    168.30,    221.40
2023-02-07,18:15:34.206,   11.83,    5.14,    8.34,    1.63,   11.80,    5.12,    8.35,    1.66,   40.32,   13.55,    104220,   53.86,   14.39,   49.12,   10.56,   45.57,   14.15,   48.93,   11.30,   46.05,   50.41,  189.67,    104220,  240.08,     90.73,    203.22,    293.95
2023-02-07,18:15:34.306,   16.65,    4.61,   13.20,    1.32,   16.45,    4.63,   13.05,    1.25,   59.34,   11.82,    105280,   71.16,   14.30,   49.02,   10.73,   45.67,   13.96,   48.95,   10.98,   45.81,   49.97,  189.44,    105260,  239.42,    109.32,    201.26,    310.57
2023-02-07,18:15:34.407,    5.00,    5.60,    1.75,    2.27,    4.96,    5.64,    1.68,    2.28,   13.38,   15.79,    105260,   29.18,    8.09,   31.59,    4.26,   28.11,    7.51,   31.56,    4.46,   28.18,   24.33,  119.43,    105280,  143.76,     37.71,    135.23,    172.93
2023-02-07,18:15:34.506,   29.64,    9.31,   26.17,    5.91,   29.36,    9.18,   26.11,    5.92,  111.28,   30.32,    104280,  141.60,   19.14,   71.06,   15.50,   67.62,   18.84,   70.99,   16.03,   67.81,   69.51,  277.48,    104240,  346.99,    180.79,    307.80,    488.59
2023-02-07,18:15:34.606,    4.39,   13.03,    1.01,    9.65,    4.25,   13.01,    0.92,    9.58,   10.57,   45.27,    105300,   55.84,    6.95,   22.41,    3.49,   19.11,    6.76,   22.44,    3.78,   19.29,   20.98,   83.25,    105270,  104.22,     31.55,    128.52,    160.07
2023-02-07,18:15:34.706,    7.65,   11.68,    4.35,    8.18,    7.59,   11.65,    4.19,    8.25,   23.77,   39.76,    104230,   63.54,   10.41,   33.34,    6.79,   29.87,   10.07,   33.28,    7.16,   29.94,   34.44,  126.44,    104220,  160.87,     58.21,    166.20,    224.41
2023-02-07,18:15:34.806,    5.23,    5.78,    1.87,    2.46,    5.20,    5.85,    1.79,    2.51,   14.09,   16.60,    105280,   30.69,    7.54,   36.83,    3.97,   33.47,    7.34,   36.69,    4.38,   33.61,   23.23,  140.59,    105300,  163.82,     37.32,    157.19,    194.51
2023-02-07,18:15:34.907,    6.74,    4.62,    3.27,    1.30,    6.58,    4.65,    3.21,    1.27,   19.79,   11.84,    105280,   31.63,    9.37,   42.02,    5.61,   38.54,    8.96,   41.88,    6.14,   38.82,   30.09,  161.26,    105270,  191.34,     49.88,    173.09,    222.98
2023-02-07,18:15:35.006,    4.14,    3.87,    0.82,    0.48,    4.12,    3.87,    0.77,    0.52,    9.85,    8.74,    104200,   18.59,    6.27,   38.09,    2.80,   34.75,    6.14,   38.11,    3.21,   34.91,   18.41,  145.85,    104200,  164.27,     28.26,    154.60,    182.86
2023-02-07,18:15:35.106,    5.36,    4.10,    1.98,    0.74,    5.37,    4.10,    2.00,    0.78,   14.71,    9.73,    105240,   24.44,    7.91,   41.06,    4.40,   37.66,    7.59,   40.85,    4.33,   37.62,   24.23,  157.19,    105250,  181.42,     38.94,    166.92,    205.86
2023-02-07,18:15:35.207,   10.25,    6.28,    6.96,    2.92,   10.28,    6.32,    6.81,    2.95,   34.31,   18.47,    104216,   52.78,   16.69,   47.67,   12.92,   44.10,   15.98,   47.69,   13.27,   44.47,   58.85,  183.94,    104246,  242.79,     93.16,    202.40,    295.57
2023-02-07,18:15:35.307,   69.31,   11.58,   69.47,    9.41,   68.28,   11.41,   67.21,    8.67,  274.27,   41.06,    105410,  315.33,   30.52,   78.04,   24.10,   74.15,   27.10,   77.28,   27.85,   75.39,  109.57,  304.85,    105300,  414.42,    383.83,    345.92,    729.75
2023-02-07,18:15:35.408,    8.69,    6.97,    5.35,    3.66,    8.74,    7.04,    5.28,    3.66,   28.06,   21.34,    105300,   49.39,    9.52,   25.76,    5.89,   22.36,    9.14,   25.49,    6.28,   22.48,   30.83,   96.09,    105300,  126.92,     58.89,    117.43,    176.32
2023-02-07,18:15:35.507,   21.32,    9.66,   17.90,    6.12,   21.58,    9.77,   17.78,    6.28,   78.57,   31.83,    104220,  110.41,   20.06,   48.25,   16.36,   44.48,   18.98,   48.04,   16.22,   44.72,   71.61,  185.49,    104230,  257.10,    150.19,    217.32,    367.51
2023-02-07,18:15:35.607,    4.89,    6.15,    1.48,    2.73,    4.66,    6.19,    1.37,    2.76,   12.41,   17.83,    105300,   30.24,    7.11,   34.71,    3.60,   31.47,    6.65,   34.81,    3.69,   31.58,   21.04,  132.57,    105300,  153.61,     33.45,    150.39,    183.85
2023-02-07,18:15:35.708,   10.65,   10.26,    7.24,    6.79,   10.73,   10.27,    7.17,    6.80,   35.79,   34.13,    104216,   69.92,   18.40,   41.20,   14.39,   37.54,   17.84,   40.94,   14.75,   37.61,   65.39,  157.29,    104236,  222.68,    101.17,    191.42,    292.59
2023-02-07,18:15:35.808,    9.37,    5.44,    5.95,    2.01,    9.29,    5.45,    5.88,    2.09,   30.49,   14.99,    105280,   45.48,    9.47,   39.73,    5.88,   36.46,    8.96,   39.62,    5.93,   36.61,   30.24,  152.43,    105300,  182.67,     60.73,    167.42,    228.15
2023-02-07,18:15:35.909,    9.75,    5.95,    6.55,    2.75,    9.84,    6.08,    6.41,    2.77,   32.55,   17.55,    105270,   50.10,   14.65,   41.80,   10.40,   38.12,   13.89,   41.67,   10.68,   38.23,   49.62,  159.81,    105260,  209.43,     82.16,    177.36,    259.53
2023-02-07,18:15:36.008,    5.30,    6.48,    1.96,    3.24,    5.40,    6.49,    1.86,    3.19,   14.52,   19.39,    104210,   33.92,   11.31,   46.58,    7.65,   43.32,   11.13,   46.48,    8.20,   43.57,   38.29,  179.95,    104220,  218.24,     52.81,    199.34,    252.15
2023-02-07,18:15:36.108,    6.94,    4.46,    3.56,    1.05,    6.92,    4.47,    3.51,    1.11,   20.93,   11.09,    105300,   32.02,    8.95,   40.59,    5.39,   37.18,    8.64,   40.67,    5.73,   37.37,   28.71,  155.81,    105260,  184.51,     49.64,    166.90,    216.54
2023-02-07,18:15:36.209,   46.36,   12.56,   42.41,    9.08,   46.09,   12.76,   41.10,    8.89,  175.96,   43.29,    104246,  219.25,   44.16,   63.25,   38.22,   59.15,   41.15,   62.36,   44.36,   62.56,  167.90,  247.32,    104346,  415.22,    343.85,    290.61,    634.47
2023-02-07,18:15:36.309,   23.67,    6.36,   20.33,    3.08,   23.50,    6.43,   20.10,    3.08,   87.60,   18.96,    105320,  106.56,   34.51,   53.86,   30.82,   50.81,   34.55,   54.35,   31.55,   50.75,  131.42,  209.77,    105370,  341.19,    219.02,    228.73,    447.75
2023-02-07,18:15:36.410,    8.55,    6.34,    5.15,    2.90,    8.40,    6.40,    5.08,    2.90,   27.18,   18.55,    105300,   45.73,   14.64,   30.70,   10.90,   27.11,   14.16,   30.45,   11.09,   27.34,   50.79,  115.59,    105300,  166.38,     77.98,    134.14,    212.11
2023-02-07,18:15:36.509,   12.48,    7.83,    9.30,    4.53,   12.46,    7.97,    8.75,    4.57,   43.00,   24.89,    104260,   67.89,   37.16,   46.36,   35.88,   44.66,   33.70,   45.95,   32.18,   42.82,  138.93,  179.79,    104290,  318.71,    181.92,    204.68,    386.60
2023-02-07,18:15:36.609,    4.31,    4.66,    0.90,    1.32,    4.29,    4.69,    0.90,    1.33,   10.40,   12.00,    105280,   22.39,    7.38,   32.97,    3.95,   29.56,    7.20,   32.91,    4.04,   29.83,   22.57,  125.27,    105280,  147.84,     32.97,    137.27,    170.24
2023-02-07,18:15:36.709,    9.67,    4.72,    6.39,    1.37,    9.66,    4.74,    6.17,    1.34,   31.89,   12.17,    104230,   44.06,   11.45,   42.72,    7.69,   39.25,   10.95,   42.51,    7.81,   39.31,   37.91,  163.79,    104220,  201.69,     69.79,    175.96,    245.75
2023-02-07,18:15:36.809,    6.33,    4.04,    2.93,    0.70,    6.25,    4.03,    2.86,    0.69,   18.37,    9.46,    105270,   27.83,    8.18,   39.63,    4.61,   36.27,    7.68,   39.55,    4.67,   36.36,   25.14,  151.80,    105260,  176.94,     43.51,    161.27,    204.77
2023-02-07,18:15:36.910,    6.09,    4.49,    2.83,    1.18,    6.14,    4.55,    2.85,    1.19,   17.91,   11.40,    105280,   29.32,    7.46,   39.35,    3.89,   35.82,    6.95,   39.42,    3.91,   35.94,   22.21,  150.54,    105280,  172.75,     40.12,    161.94,    202.07
2023-02-07,18:15:37.009,    8.73,    4.72,    5.53,    1.41,    8.59,    4.70,    5.29,    1.41,   28.14,   12.24,    104230,   40.38,   12.39,   42.59,    8.69,   39.16,   11.81,   42.42,    9.05,   39.29,   41.94,  163.46,    104250,  205.40,     70.09,    175.70,    245.78
2023-02-07,18:15:37.109,    6.29,    4.28,    2.89,    0.94,    6.27,    4.28,    2.86,    0.92,   18.31,   10.42,    105280,   28.73,    7.96,   39.57,    4.48,   36.29,    7.64,   39.51,    4.75,   36.51,   24.84,  151.87,    105280,  176.71,     43.14,    162.30,    205.44
2023-02-07,18:15:37.209,    7.10,    4.26,    3.60,    0.88,    6.90,    4.26,    3.43,    0.94,   21.03,   10.35,    104220,   31.37,   13.31,   44.23,    9.59,   40.93,   12.65,   43.94,   10.01,   40.91,   45.56,  170.01,    104220,  215.57,     66.59,    180.36,    246.95
2023-02-07,18:15:37.309,   22.33,    4.66,   18.94,    1.34,   22.16,    4.64,   18.78,    1.30,   82.20,   11.93,    105290,   94.13,   18.90,   60.69,   15.34,   56.99,   18.36,   60.61,   15.40,   57.36,   68.01,  235.65,    105300,  303.66,    150.21,    247.58,    397.79
2023-02-07,18:15:37.410,    9.11,    5.56,    5.67,    2.14,    9.00,    5.49,    5.63,    2.13,   29.41,   15.33,    105280,   44.74,    9.66,   32.30,    6.02,   29.06,    9.37,   32.19,    6.58,   29.02,   31.63,  122.56,    105260,  154.19,     61.04,    137.89,    198.93
